"Games","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","Hand_OBP","Hand_SLG","Hand_BABIP","Hand_ISO","Hand_SBPerG","P_OPS","AL","SameTeam","weight","height","age","bats_right","bats_switch"
54,152,16,39,9,1,2,23,1,1,12,21,1,2,1,1,7,0.317,0.368,0.285,0.112,0.0185185185185185,1.043,1,1,190,73,30,1,0
143,492,37,126,23,2,7,52,2,2,25,62,4,1,9,5,10,0.291,0.354,0.278,0.098,0.013986013986014,0.406,1,1,215,74,26,1,0
63,69,8,20,2,0,0,7,0,0,13,16,2,0,1,0,0,0.402,0.319,0.377,0.029,0,0,0,1,180,73,32,1,0
140,504,76,129,20,3,16,58,6,5,72,74,4,1,9,3,8,0.348,0.403,0.271,0.147,0.0428571428571429,0.481,0,1,175,71,26,0,0
139,324,35,68,14,3,4,33,5,5,23,74,3,3,4,4,5,0.266,0.309,0.256,0.099,0.0359712230215827,0.133,0,1,165,72,25,0,0
133,332,33,87,17,0,3,42,0,2,21,63,0,2,9,2,10,0.308,0.34,0.313,0.078,0,0.203,1,1,180,70,32,1,0
162,581,82,146,29,7,12,50,17,9,107,91,3,7,3,2,7,0.373,0.387,0.279,0.136,0.104938271604938,0.432,1,1,180,74,24,1,0
25,86,19,33,5,1,3,14,4,2,6,10,0,0,0,0,0,0.424,0.57,0.411,0.186,0.16,0.536,0,1,190,71,23,0,0
84,285,17,73,10,2,1,32,0,0,13,23,1,1,5,1,11,0.29,0.316,0.275,0.06,0,0.519,0,1,185,70,31,1,0
53,64,6,12,0,1,0,6,1,0,7,20,0,0,7,1,0,0.264,0.219,0.267,0.031,0.0188679245283019,0,0,1,190,72,22,1,0
93,262,22,60,10,0,2,21,2,1,22,43,2,0,4,4,7,0.285,0.29,0.262,0.061,0.021505376344086,0.59,0,1,180,73,25,1,0
106,356,35,92,12,3,0,20,5,1,48,49,4,1,3,0,4,0.348,0.309,0.3,0.051,0.0471698113207547,0.551,0,1,160,71,29,0,1
37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,190,72,27,1,0
151,539,99,158,28,2,32,117,22,8,76,111,11,7,0,7,13,0.383,0.531,0.313,0.237,0.145695364238411,0.669,1,1,195,72,27,0,0
131,464,61,114,14,2,19,81,0,1,59,116,7,1,3,3,11,0.33,0.407,0.286,0.162,0,0.554,1,0,200,74,35,1,0
92,339,48,88,13,0,11,48,1,1,28,51,6,3,1,8,11,0.315,0.395,0.27,0.136,0.0108695652173913,0.819,0,1,185,72,31,1,0
35,43,5,8,0,0,4,10,0,0,6,10,0,0,0,0,0,0.286,0.465,0.138,0.279,0,1.167,0,1,200,73,29,0,0
35,78,3,8,1,0,0,3,0,0,2,37,0,0,15,0,2,0.125,0.115,0.195,0.013,0,0.5,0,1,205,74,31,1,0
47,118,17,33,7,0,9,21,0,0,13,26,6,0,2,2,4,0.346,0.568,0.282,0.288,0,0.717,0,1,205,75,32,1,0
100,284,28,68,12,2,1,35,1,0,30,28,4,0,4,2,7,0.31,0.306,0.261,0.067,0.01,0.4,0,1,205,75,29,0,0
106,182,15,40,6,1,3,17,1,1,12,19,1,0,3,1,2,0.267,0.313,0.23,0.093,0.00943396226415094,0.167,1,1,175,72,31,0,1
74,192,20,43,4,1,3,13,1,1,8,34,1,1,2,1,2,0.257,0.302,0.256,0.078,0.0135135135135135,0.133,1,1,178,70,26,1,0
35,65,5,9,0,0,0,2,0,0,13,38,0,0,12,0,0,0.282,0.138,0.333,0,0,0.611,0,1,205,75,23,0,0
66,209,24,44,10,0,6,25,1,0,27,47,0,1,1,1,7,0.303,0.344,0.242,0.134,0.0151515151515152,0.6,0,1,170,70,42,1,0
60,24,0,4,0,0,0,2,0,0,2,9,0,1,3,0,0,0.259,0.167,0.267,0,0,0.5,0,1,170,72,29,1,0
139,241,38,46,10,0,3,26,1,1,69,53,6,2,4,6,8,0.368,0.27,0.225,0.079,0.00719424460431655,0.856,0,1,185,72,33,1,0
153,638,82,185,23,4,3,37,2,2,35,22,3,6,18,2,20,0.332,0.353,0.296,0.063,0.0130718954248366,0.572,0,1,172,71,30,1,0
129,451,69,108,12,3,23,72,1,1,62,84,6,1,0,5,15,0.329,0.432,0.244,0.193,0.00775193798449612,0.639,0,1,185,72,24,0,0
157,576,116,167,35,2,26,82,67,15,111,61,3,4,3,4,12,0.406,0.493,0.286,0.203,0.426751592356688,0.332,0,1,160,67,30,0,0
14,18,1,2,0,0,0,1,0,0,0,4,0,0,1,0,0,0.111,0.111,0.143,0,0,0,0,1,200,75,29,1,0
24,58,3,3,0,0,0,2,0,0,3,17,0,0,6,0,0,0.098,0.052,0.073,0,0,0,0,0,155,68,31,0,1
51,1,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0,1,1,178,72,28,1,0
151,564,73,177,33,3,27,101,3,1,74,117,10,3,0,6,13,0.393,0.527,0.352,0.213,0.0198675496688742,0.318,0,1,175,74,31,1,0
114,370,52,98,13,1,11,54,0,2,85,64,10,0,4,5,11,0.398,0.395,0.29,0.13,0,0,1,1,230,76,32,0,0
95,321,59,84,17,2,9,44,11,2,57,38,4,4,6,2,4,0.378,0.411,0.272,0.15,0.115789473684211,0.377,1,1,190,70,30,1,0
155,549,53,141,17,2,9,72,2,0,55,50,5,3,8,4,19,0.326,0.344,0.267,0.087,0.0129032258064516,0.636,1,1,180,73,36,1,0
160,680,115,230,36,8,5,64,10,7,65,42,6,6,1,0,14,0.401,0.437,0.355,0.099,0.0625,1.149,0,1,192,71,32,0,1
120,437,53,118,25,1,12,66,0,0,30,72,4,2,7,7,13,0.315,0.414,0.294,0.144,0,0.773,1,1,200,74,27,1,0
39,93,9,15,2,1,1,5,1,0,7,34,0,0,9,0,3,0.22,0.237,0.241,0.075,0.0256410256410256,0.614,0,1,195,73,29,1,0
76,111,17,25,2,2,2,12,1,0,14,34,3,1,0,1,1,0.315,0.333,0.303,0.108,0.0131578947368421,1,0,1,175,72,32,0,0
152,585,77,163,36,1,15,76,1,1,74,52,10,3,1,3,16,0.361,0.421,0.284,0.142,0.00657894736842105,1.096,0,1,190,74,29,0,0
28,48,4,13,0,0,0,5,0,0,0,8,0,0,3,0,1,0.271,0.271,0.325,0,0,0.5,0,1,205,75,27,0,0
160,510,83,132,18,2,24,84,2,2,101,94,8,10,8,7,13,0.387,0.443,0.271,0.184,0.0125,0.67,1,1,190,72,27,1,0
45,116,14,30,4,0,1,15,1,0,10,13,0,1,6,1,7,0.32,0.319,0.282,0.06,0.0222222222222222,0,0,1,190,76,27,1,0
132,459,58,109,18,1,22,83,0,2,66,107,8,3,1,7,13,0.333,0.425,0.258,0.187,0,0.906,1,1,215,75,25,1,0
96,220,13,59,8,0,2,15,0,0,5,9,1,2,3,2,9,0.288,0.332,0.27,0.064,0,1,1,1,190,74,32,1,0
45,73,12,25,0,0,1,4,4,2,8,9,0,0,1,0,4,0.407,0.384,0.381,0.041,0.0888888888888889,3,0,1,165,72,24,1,0
146,498,84,121,21,2,22,103,2,3,86,79,4,5,1,13,10,0.352,0.426,0.241,0.183,0.0136986301369863,0.642,1,1,195,72,30,1,0
137,489,66,133,22,1,10,59,29,12,43,56,6,10,3,4,10,0.341,0.382,0.288,0.11,0.211678832116788,0.533,1,1,190,73,25,1,0
155,493,54,111,14,4,5,36,17,7,51,69,0,2,20,4,4,0.298,0.3,0.251,0.075,0.109677419354839,0.1,1,1,170,73,30,1,0
151,552,77,144,27,4,17,62,27,9,43,59,0,2,11,7,11,0.313,0.417,0.263,0.156,0.178807947019868,0.875,1,1,168,72,30,1,0
43,87,13,27,4,1,2,15,0,0,4,20,0,0,3,1,0,0.337,0.448,0.379,0.138,0,0,0,1,190,72,26,0,0
145,580,83,182,30,3,7,58,31,13,30,24,10,4,4,2,13,0.351,0.412,0.318,0.098,0.213793103448276,0.553,0,1,185,72,25,0,0
94,270,35,63,10,3,1,19,12,4,21,46,2,1,3,3,3,0.288,0.304,0.274,0.07,0.127659574468085,0,1,1,170,68,27,0,0
80,174,24,42,4,2,3,17,5,3,7,20,1,0,1,1,6,0.269,0.339,0.257,0.098,0.0625,0.5,1,1,170,76,25,1,0
134,527,77,153,18,8,2,41,34,15,47,81,2,0,11,2,6,0.347,0.366,0.339,0.076,0.253731343283582,0.601,1,1,160,70,32,1,0
159,577,88,151,20,2,18,97,1,1,76,68,13,7,3,10,17,0.349,0.397,0.265,0.135,0.00628930817610063,0.783,0,1,185,70,26,1,0
107,276,29,62,5,1,0,14,14,2,30,40,2,4,4,3,11,0.307,0.25,0.259,0.025,0.130841121495327,0,0,1,170,69,28,1,0
113,411,53,100,13,3,4,32,26,6,29,31,3,5,7,3,6,0.299,0.319,0.253,0.075,0.230088495575221,0,1,1,170,68,24,0,0
139,468,73,138,23,4,11,61,7,8,64,88,9,0,3,5,9,0.376,0.432,0.34,0.137,0.0503597122302158,0.964,0,1,197,73,28,0,0
158,626,67,181,20,1,11,84,6,2,34,49,9,3,3,7,20,0.325,0.377,0.297,0.088,0.0379746835443038,0.533,1,1,195,74,35,1,0
21,29,3,5,0,0,0,2,0,0,1,11,0,0,3,1,1,0.194,0.172,0.263,0,0,0,0,1,175,71,33,1,0
62,180,13,40,8,0,2,15,1,0,6,26,0,1,1,2,3,0.249,0.3,0.247,0.078,0.0161290322580645,0.667,1,1,190,73,31,1,0
111,349,54,88,14,1,16,57,2,2,75,73,10,0,1,5,11,0.38,0.436,0.272,0.183,0.018018018018018,0.66,0,1,200,74,28,1,0
69,204,20,40,8,3,4,23,1,1,11,31,1,2,2,3,6,0.241,0.324,0.209,0.127,0.0144927536231884,0.786,1,1,215,74,27,1,0
156,642,95,200,32,3,21,111,5,4,31,66,4,3,1,8,8,0.342,0.469,0.318,0.157,0.032051282051282,0.964,0,1,192,70,26,1,0
100,287,20,61,8,2,2,22,2,3,22,50,0,0,6,0,8,0.269,0.275,0.251,0.063,0.02,0.291,1,1,180,70,33,1,0
160,582,92,153,29,6,19,82,17,11,90,117,6,20,7,8,15,0.376,0.431,0.295,0.168,0.10625,0.75,1,1,180,74,25,1,0
146,550,97,160,21,6,18,68,0,3,60,53,5,6,5,7,13,0.363,0.449,0.292,0.158,0,0.795,0,1,195,73,27,0,0
66,159,18,33,8,2,3,8,0,0,17,25,4,1,0,3,2,0.283,0.34,0.224,0.132,0,0.452,1,1,175,73,34,0,0
58,4,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0.4,0.5,1,0.25,0,0,0,1,165,71,34,0,1
30,42,1,6,0,0,0,0,0,0,1,9,0,1,1,0,0,0.182,0.143,0.182,0,0,1.417,1,0,180,72,30,0,0
29,74,10,18,4,1,1,5,0,0,9,13,0,0,0,1,1,0.321,0.365,0.279,0.122,0,0,0,1,190,74,28,1,0
148,506,90,146,25,1,29,93,25,5,86,105,20,4,0,8,8,0.391,0.514,0.308,0.225,0.168918918918919,0.868,1,1,195,72,28,0,0
81,124,11,29,5,1,1,16,3,2,7,17,5,1,0,2,3,0.276,0.315,0.259,0.081,0.037037037037037,0.2,0,1,170,70,26,0,0
116,271,32,67,9,0,6,38,1,2,51,30,13,2,4,3,4,0.367,0.347,0.256,0.1,0.00862068965517241,0.182,0,1,195,71,30,0,0
40,37,1,4,1,0,0,0,0,0,3,17,0,2,2,0,0,0.214,0.135,0.2,0.027,0,0,0,1,178,76,24,1,0
48,78,13,22,6,0,0,8,2,0,2,14,0,0,1,2,0,0.293,0.359,0.333,0.077,0.0416666666666667,0,0,1,175,73,26,1,0
145,530,95,141,26,3,10,35,59,18,66,71,3,4,10,3,10,0.35,0.383,0.29,0.117,0.406896551724138,0.584,0,1,170,69,29,1,0
115,365,37,85,14,4,9,43,3,0,17,59,2,0,2,3,4,0.265,0.367,0.253,0.134,0.0260869565217391,0.4,1,1,178,70,27,1,0
60,52,3,10,0,0,0,2,0,0,8,10,0,0,6,0,1,0.3,0.192,0.238,0,0,0,1,0,157,71,35,1,0
44,60,5,15,1,0,3,12,0,0,2,12,0,0,1,0,1,0.274,0.417,0.267,0.167,0,0,0,1,190,75,32,1,0
91,163,10,36,1,2,0,15,1,1,8,35,2,1,3,2,6,0.259,0.252,0.277,0.031,0.010989010989011,0.533,0,1,170,71,24,1,0
39,96,12,23,8,0,1,11,0,0,11,28,0,0,4,2,1,0.312,0.354,0.319,0.115,0,0.571,0,1,200,73,29,1,0
66,57,5,16,2,0,0,16,0,0,5,4,4,1,5,4,0,0.328,0.316,0.281,0.035,0,0.667,0,1,160,70,36,1,0
7,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.2,0,0,0,0,0,1,1,164,68,34,1,0
149,543,79,141,20,5,4,33,54,26,69,86,1,5,11,2,9,0.347,0.337,0.301,0.077,0.36241610738255,0.253,1,1,185,71,26,0,1
147,617,96,198,38,12,11,85,10,1,33,58,1,5,1,5,20,0.358,0.475,0.338,0.154,0.0680272108843537,0.393,0,1,195,72,28,0,0
85,175,23,42,8,6,1,24,1,3,10,32,1,1,1,2,3,0.282,0.371,0.285,0.131,0.0117647058823529,1.667,0,1,215,76,28,1,0
73,220,27,62,10,3,4,29,3,3,10,53,1,3,0,0,3,0.322,0.409,0.356,0.127,0.0410958904109589,0.25,0,1,230,77,23,0,0
59,83,9,18,2,1,0,5,0,0,5,10,1,0,0,2,0,0.256,0.265,0.24,0.048,0,1.2,0,1,175,72,34,0,1
110,344,37,91,13,1,12,45,0,1,52,58,10,0,3,3,15,0.358,0.413,0.285,0.148,0,0.25,1,1,230,76,33,0,0
35,86,7,13,1,0,0,4,0,0,8,25,0,0,4,0,1,0.223,0.163,0.213,0.012,0,0,0,1,200,77,25,0,0
91,236,25,54,11,0,16,48,0,0,33,48,1,0,0,3,8,0.32,0.479,0.217,0.25,0,0,0,1,195,73,28,1,0
153,553,46,159,27,0,7,59,2,0,56,47,13,3,5,5,14,0.353,0.374,0.302,0.087,0.0130718954248366,0.487,1,1,180,73,37,1,0
33,95,8,29,5,2,0,8,0,0,5,31,0,0,5,1,1,0.337,0.4,0.446,0.095,0,1,0,1,195,72,32,1,0
158,593,73,174,39,4,22,99,2,3,34,92,6,5,2,5,10,0.334,0.484,0.314,0.191,0.0126582278481013,0.743,1,1,200,74,28,1,0
160,553,61,149,18,6,5,65,14,5,53,53,25,4,11,4,18,0.336,0.351,0.289,0.081,0.0875,0.685,0,1,175,72,26,1,0
151,596,77,171,21,4,7,68,2,2,21,27,9,5,3,7,18,0.313,0.371,0.288,0.084,0.0132450331125828,0.562,0,1,193,72,30,1,0
140,508,90,153,37,4,25,96,0,2,87,106,21,6,0,4,8,0.407,0.537,0.336,0.236,0,1.238,0,1,188,74,34,0,0
157,673,84,196,29,3,7,56,8,9,32,51,8,2,7,7,16,0.322,0.374,0.304,0.083,0.0509554140127389,0.18,0,1,160,71,23,1,0
40,98,7,18,2,0,0,7,0,0,3,22,0,1,9,0,3,0.216,0.204,0.237,0.02,0,0.522,0,1,185,73,29,1,0
126,333,33,82,4,2,0,26,13,4,25,41,2,2,4,3,7,0.3,0.27,0.278,0.024,0.103174603174603,0.333,0,1,155,72,25,1,0
158,484,71,102,17,1,26,73,2,9,110,105,6,12,2,4,10,0.367,0.411,0.213,0.2,0.0126582278481013,0.433,1,1,190,72,28,1,0
73,221,16,63,10,5,0,19,6,8,13,44,1,1,1,1,6,0.326,0.376,0.354,0.09,0.0821917808219178,0.894,1,1,190,72,20,0,0
118,413,47,105,16,0,14,52,0,2,40,79,3,7,6,5,10,0.327,0.395,0.28,0.14,0,0,1,1,215,75,26,1,0
150,535,104,145,17,4,32,108,18,15,108,104,4,0,2,11,7,0.387,0.497,0.276,0.226,0.12,0.873,0,1,160,70,32,1,0
94,316,41,84,16,1,12,41,2,2,32,77,5,2,1,3,7,0.334,0.437,0.313,0.171,0.0212765957446809,0.583,0,1,190,72,26,1,0
149,536,75,168,30,3,17,100,1,1,65,91,7,0,0,3,12,0.386,0.476,0.35,0.162,0.00671140939597315,0.6,0,1,200,73,25,1,0
59,65,9,12,1,0,0,2,3,1,5,19,0,1,1,0,1,0.254,0.2,0.261,0.015,0.0508474576271186,0.5,0,1,160,71,27,1,0
160,562,64,129,24,1,15,78,7,1,87,80,2,5,2,2,10,0.337,0.356,0.243,0.126,0.04375,1.167,1,1,195,72,31,1,0
142,530,83,150,39,1,28,110,11,0,65,108,12,2,0,8,12,0.359,0.519,0.303,0.236,0.0774647887323944,0.508,0,1,197,73,28,1,0
78,254,43,74,14,4,2,17,7,10,25,26,1,2,6,1,7,0.358,0.402,0.317,0.11,0.0897435897435897,0.488,1,1,150,71,25,1,0
33,65,5,7,0,0,0,4,0,0,8,22,0,0,10,0,0,0.205,0.108,0.163,0,0,0,0,1,195,76,32,1,0
67,24,4,7,1,0,0,2,0,0,0,4,0,0,3,0,0,0.292,0.333,0.35,0.042,0,0,0,1,185,74,29,1,0
158,580,66,146,25,1,6,62,8,5,45,44,1,3,17,9,18,0.305,0.329,0.26,0.078,0.0506329113924051,0.845,1,1,165,70,24,1,0
137,509,69,135,15,3,4,46,24,12,50,71,2,7,19,3,9,0.337,0.33,0.3,0.065,0.175182481751825,0.083,1,1,160,70,33,1,0
18,43,2,6,0,0,0,2,0,0,3,12,0,0,0,0,0,0.196,0.14,0.194,0,0,0,0,1,230,79,22,0,0
107,319,64,82,21,3,15,50,2,4,83,69,5,1,1,3,6,0.409,0.483,0.282,0.226,0.0186915887850467,1.929,1,1,173,71,28,0,0
71,160,18,35,6,0,2,26,3,0,14,38,2,0,0,1,3,0.28,0.294,0.273,0.075,0.0422535211267606,0,0,1,188,74,27,0,1
140,507,62,139,23,1,5,49,33,6,39,51,4,2,6,4,17,0.326,0.353,0.295,0.079,0.235714285714286,0.722,0,1,155,74,27,1,0
106,305,49,95,17,6,14,44,1,4,19,33,6,3,3,3,3,0.355,0.544,0.31,0.233,0.00943396226415094,0.443,1,1,165,74,26,0,0
66,71,8,19,6,0,1,11,0,0,7,6,1,0,0,0,6,0.333,0.394,0.281,0.127,0,1,0,1,180,72,28,0,0
27,47,1,4,1,0,0,1,0,0,0,27,0,0,2,0,0,0.085,0.106,0.2,0.021,0,0,0,1,175,75,25,0,0
89,310,50,96,21,2,4,36,5,7,14,11,0,1,10,2,5,0.339,0.429,0.31,0.119,0.0561797752808989,0.637,1,0,175,69,31,0,0
88,210,38,59,8,1,7,38,10,3,35,30,2,2,0,2,8,0.386,0.429,0.297,0.148,0.113636363636364,0,0,1,187,71,24,0,0
58,15,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0.067,0.067,0.143,0,0,0,0,1,180,75,25,1,0
128,412,61,113,24,6,13,56,3,4,47,60,3,4,5,2,10,0.353,0.456,0.293,0.182,0.0234375,0.775,1,1,180,74,24,1,0
79,263,47,87,14,4,10,52,4,3,27,32,4,2,0,2,7,0.395,0.529,0.345,0.198,0.0506329113924051,0.896,1,1,200,75,28,1,0
82,136,14,19,3,2,0,12,0,1,8,19,0,1,1,1,5,0.192,0.191,0.161,0.051,0,0,1,1,215,74,28,1,0
134,463,71,139,24,4,23,78,2,1,40,73,11,3,0,5,14,0.356,0.518,0.312,0.218,0.0149253731343284,0.658,0,1,180,73,27,1,0
160,488,46,120,21,5,6,54,4,6,30,65,1,5,21,3,12,0.295,0.346,0.271,0.1,0.025,0,1,1,175,70,26,1,0
148,501,69,129,25,5,6,53,13,5,48,97,8,4,3,1,7,0.327,0.363,0.308,0.106,0.0878378378378378,0.704,0,1,165,72,27,0,0
100,287,21,69,6,0,1,29,2,2,18,29,0,2,7,2,8,0.288,0.272,0.263,0.031,0.02,0,1,1,160,72,28,1,0
132,463,95,141,15,9,4,46,16,7,67,67,2,1,6,3,10,0.391,0.402,0.347,0.097,0.121212121212121,0.805,0,1,190,71,25,0,0
22,62,5,14,1,1,0,9,0,0,2,15,0,0,3,1,2,0.246,0.274,0.292,0.048,0,1,0,1,190,72,24,1,0
128,472,65,116,16,4,15,57,0,1,43,48,6,10,3,5,7,0.319,0.392,0.244,0.146,0,0.801,0,1,195,73,28,0,0
102,123,7,27,3,0,2,16,0,0,11,11,2,2,0,1,5,0.292,0.293,0.225,0.073,0,1,1,1,180,72,31,0,0
82,6,25,1,0,0,0,0,21,9,2,0,0,0,0,0,0,0.375,0.167,0.167,0,0.25609756097561,0,1,1,175,72,23,0,0
157,593,91,150,39,3,36,104,17,8,67,133,5,3,0,6,10,0.329,0.511,0.265,0.258,0.10828025477707,1.083,1,1,195,72,29,0,0
89,144,15,34,5,0,5,16,1,0,18,22,2,0,1,1,5,0.319,0.375,0.246,0.139,0.0112359550561798,0,0,1,195,71,31,0,0
145,528,103,175,47,7,21,105,10,5,62,90,10,3,6,6,11,0.401,0.566,0.364,0.235,0.0689655172413793,0.794,1,1,185,73,23,0,0
70,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,1,180,72,23,0,0
77,108,21,21,2,1,0,15,3,2,21,20,6,0,2,0,3,0.326,0.231,0.239,0.037,0.038961038961039,0,1,1,175,72,27,0,0
62,195,16,44,10,1,2,26,1,1,4,37,0,1,3,3,3,0.241,0.318,0.264,0.092,0.0161290322580645,0,1,1,195,73,31,1,0
146,498,107,163,27,6,17,94,67,10,132,52,3,3,0,6,3,0.466,0.508,0.336,0.181,0.458904109589041,0.751,0,1,160,67,32,0,0
32,68,10,12,1,1,0,7,0,0,7,29,0,0,6,0,1,0.253,0.221,0.308,0.044,0,0,0,1,197,74,27,1,0
34,60,3,7,1,0,0,4,0,0,3,19,0,0,9,0,0,0.159,0.133,0.171,0.017,0,0,0,1,155,68,33,0,1
140,524,74,143,17,5,1,43,30,12,81,80,3,4,13,2,8,0.373,0.33,0.319,0.057,0.214285714285714,0.167,1,1,185,71,27,0,1
155,628,90,176,39,8,18,84,4,2,25,73,3,5,0,8,19,0.309,0.454,0.29,0.174,0.0258064516129032,0.762,0,1,195,72,29,0,0
148,558,75,172,35,10,25,101,8,6,38,89,4,5,0,1,18,0.357,0.541,0.33,0.233,0.0540540540540541,0.167,0,1,230,77,24,0,0
137,511,74,144,28,3,20,109,1,2,54,101,6,3,0,6,12,0.35,0.466,0.313,0.184,0.0072992700729927,0.868,0,1,175,74,33,1,0
115,402,31,96,15,1,7,59,0,2,41,66,1,3,3,5,16,0.31,0.333,0.266,0.095,0,0.685,1,1,175,72,32,1,0
30,61,9,10,1,0,0,3,1,0,7,6,1,0,1,1,3,0.246,0.18,0.179,0.016,0.0333333333333333,0,0,1,165,71,21,1,0
93,188,24,45,6,1,2,19,5,0,35,22,3,0,1,2,6,0.356,0.314,0.259,0.074,0.0537634408602151,0.2,0,1,190,70,32,1,0
32,71,6,14,2,0,0,2,0,0,5,27,0,0,10,0,0,0.25,0.225,0.318,0.028,0,0,0,1,200,77,26,0,0
31,76,8,17,3,0,0,4,0,1,3,5,1,0,0,0,1,0.253,0.263,0.239,0.039,0,0,0,1,175,73,23,0,0
75,124,17,34,4,0,6,18,0,0,23,25,0,2,0,3,0,0.388,0.452,0.292,0.177,0,1.167,0,1,195,73,29,1,0
92,200,26,56,12,2,6,33,3,1,11,36,4,0,3,3,6,0.313,0.45,0.311,0.17,0.0326086956521739,0,0,1,189,74,32,1,0
28,63,4,6,0,0,0,2,0,0,3,20,0,0,9,0,1,0.136,0.095,0.14,0,0,0,0,1,195,72,33,1,0
162,662,112,210,47,4,7,74,0,1,89,50,8,11,1,1,13,0.406,0.432,0.335,0.115,0,0.959,0,1,192,71,34,0,1
126,468,66,130,26,6,21,75,2,1,40,56,12,3,3,1,11,0.338,0.494,0.278,0.216,0.0158730158730159,0.667,1,1,200,74,29,1,0
133,481,60,158,24,4,9,58,5,4,48,31,15,3,2,3,12,0.391,0.451,0.336,0.123,0.037593984962406,0.333,0,1,193,72,31,1,0
124,461,71,136,32,2,22,90,0,0,58,109,6,3,0,4,9,0.375,0.516,0.341,0.221,0,0.523,0,1,188,74,35,0,0
148,616,89,176,25,7,7,62,5,4,33,42,1,4,6,5,15,0.324,0.383,0.295,0.097,0.0337837837837838,0.429,0,1,160,71,24,1,0
134,378,44,80,9,4,0,23,17,6,37,42,0,2,8,2,2,0.284,0.257,0.237,0.045,0.126865671641791,0.393,0,1,155,72,26,1,0
158,498,83,127,17,0,29,87,7,4,106,127,2,12,3,4,8,0.395,0.464,0.283,0.209,0.0443037974683544,0.25,1,1,190,72,29,1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1,1,180,72,35,1,0
19,26,5,6,1,0,0,3,4,0,3,3,0,0,0,0,0,0.31,0.269,0.261,0.038,0.210526315789474,1.167,1,0,155,69,35,1,0
148,590,86,182,24,7,10,77,40,15,32,80,9,5,1,7,12,0.345,0.424,0.339,0.115,0.27027027027027,0.583,1,1,190,72,21,0,0
155,520,68,127,20,1,23,81,0,0,76,68,7,2,1,3,9,0.341,0.419,0.241,0.175,0,0.125,1,1,175,73,37,0,0
149,543,91,146,30,1,14,60,8,4,87,67,12,2,0,2,14,0.371,0.405,0.284,0.136,0.0536912751677852,0.863,1,1,175,71,36,0,0
147,504,69,146,27,3,20,75,0,1,68,109,9,2,0,4,12,0.374,0.474,0.332,0.185,0,1.183,0,1,200,73,26,1,0
85,298,52,80,16,1,15,49,11,4,37,63,2,0,1,3,13,0.346,0.48,0.291,0.211,0.129411764705882,0.639,0,1,187,71,34,1,0
67,163,20,39,4,0,1,10,12,7,13,12,0,0,2,0,2,0.295,0.282,0.253,0.043,0.17910447761194,0,1,1,140,69,33,0,1
135,465,62,109,24,1,16,74,13,2,81,95,6,2,0,4,9,0.348,0.394,0.26,0.159,0.0962962962962963,1.39,0,1,197,73,29,1,0
121,361,40,98,18,2,4,54,2,5,45,44,14,1,4,7,10,0.348,0.366,0.294,0.094,0.0165289256198347,0.661,0,1,195,74,29,1,0
69,18,2,4,0,0,0,0,0,0,0,4,0,0,2,0,0,0.222,0.222,0.286,0,0,0,0,1,185,74,30,1,0
156,624,71,155,15,9,0,49,30,8,32,31,3,0,11,5,11,0.283,0.301,0.259,0.053,0.192307692307692,0.614,0,1,155,70,31,0,1
159,645,94,215,34,14,7,67,21,11,49,36,4,1,2,8,8,0.377,0.462,0.341,0.129,0.132075471698113,1.254,1,1,185,72,23,0,0
92,209,30,53,10,1,5,30,2,1,33,33,5,0,1,4,1,0.35,0.383,0.274,0.129,0.0217391304347826,0.333,0,1,178,74,32,1,0
35,92,5,20,1,0,0,6,0,0,1,24,0,2,7,0,1,0.242,0.228,0.294,0.011,0,0,0,1,210,76,32,0,0
160,666,92,189,14,12,1,56,10,12,54,13,3,2,1,4,16,0.337,0.345,0.287,0.062,0.0625,0.67,0,1,170,71,28,1,0
156,641,79,188,32,6,17,96,1,0,27,80,1,3,1,3,11,0.323,0.441,0.313,0.148,0.00641025641025641,1.139,1,1,195,73,28,0,0
152,576,74,162,28,7,9,69,21,10,49,68,11,1,4,6,11,0.335,0.401,0.303,0.12,0.138157894736842,0.829,0,1,155,74,28,1,0
152,581,71,154,23,6,3,59,23,16,26,50,0,3,2,4,9,0.298,0.341,0.284,0.076,0.151315789473684,0.513,1,1,197,73,25,1,0
98,219,32,54,11,1,7,44,14,1,43,32,2,0,0,6,11,0.362,0.402,0.253,0.155,0.142857142857143,1.078,0,1,187,71,25,0,0
144,562,86,172,21,9,29,121,17,3,52,89,4,4,0,9,11,0.364,0.53,0.316,0.224,0.118055555555556,0.922,0,1,180,73,28,1,0
110,340,43,79,13,1,17,57,5,3,38,38,4,4,2,0,4,0.317,0.426,0.218,0.194,0.0454545454545455,0.485,1,1,160,71,27,0,0
