"Games","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","Hand_OBP","Hand_SLG","Hand_BABIP","Hand_ISO","Hand_SBPerG","P_OPS","AL","SameTeam","weight","height","age","bats_right","bats_switch"
35,71,1,10,0,1,1,6,0,0,1,31,0,0,2,0,0,0.153,0.211,0.231,0.07,0,0,0,1,220,76,28,1,0
32,61,3,16,4,0,0,2,2,0,7,12,0,1,7,0,2,0.348,0.328,0.327,0.066,0.0625,0,0,1,185,70,26,1,0
112,359,46,99,23,1,12,43,0,0,43,58,3,5,0,3,11,0.359,0.446,0.298,0.17,0,0.444,1,1,192,73,29,0,0
129,390,34,102,15,0,9,52,2,2,16,54,2,9,0,2,19,0.305,0.369,0.283,0.108,0.0155038759689922,0.707,0,1,185,71,31,1,0
149,488,76,124,23,7,23,75,4,6,40,140,3,1,2,2,12,0.311,0.471,0.309,0.217,0.0268456375838926,0.571,0,1,180,73,29,1,0
74,211,31,64,15,0,7,35,3,3,17,37,0,2,0,4,5,0.355,0.474,0.333,0.171,0.0405405405405405,0.5,0,1,220,75,23,1,0
48,131,26,46,5,0,8,23,0,0,14,34,1,0,0,0,3,0.414,0.573,0.427,0.221,0,0.833,0,0,210,75,33,1,0
39,50,5,7,0,0,0,2,0,0,1,21,0,0,5,0,0,0.157,0.14,0.241,0,0,0.444,0,1,200,73,27,0,0
95,255,26,65,7,1,9,33,2,2,13,53,1,0,1,1,6,0.29,0.396,0.289,0.141,0.0210526315789474,0.833,0,1,210,74,27,0,0
13,16,0,2,1,0,0,2,0,0,1,4,0,0,0,0,1,0.176,0.188,0.167,0.062,0,0,0,0,225,73,34,1,0
149,626,127,203,25,8,19,84,30,6,57,119,1,5,3,3,13,0.384,0.481,0.375,0.157,0.201342281879195,0.622,1,1,195,75,24,1,0
85,304,51,85,8,4,2,21,10,6,26,22,1,0,1,1,5,0.335,0.352,0.295,0.072,0.117647058823529,0.333,0,1,160,70,35,0,0
11,32,1,2,1,0,0,2,0,0,0,17,0,0,3,0,1,0.062,0.094,0.133,0.031,0,0,0,0,225,82,35,1,0
159,582,89,158,33,8,31,90,27,4,40,129,8,4,1,4,10,0.321,0.515,0.298,0.244,0.169811320754717,0.561,0,1,225,73,21,1,0
160,601,123,188,29,5,34,107,16,6,96,93,1,1,1,8,17,0.404,0.547,0.32,0.235,0.1,0.592,0,1,210,76,26,0,1
131,439,58,131,30,1,12,80,1,2,51,44,8,1,0,3,11,0.37,0.453,0.308,0.155,0.00763358778625954,0.668,0,1,185,74,36,0,0
146,540,94,151,39,2,21,88,9,3,76,98,7,0,0,9,9,0.363,0.476,0.302,0.196,0.0616438356164384,0.814,1,1,195,75,32,0,0
75,257,48,83,7,3,16,46,0,2,8,46,0,3,1,1,4,0.349,0.56,0.342,0.237,0,0.429,1,1,180,74,34,1,0
129,427,69,117,29,1,18,70,5,3,56,66,5,3,0,4,9,0.359,0.473,0.285,0.199,0.0387596899224806,0.649,0,1,220,75,27,0,0
150,603,117,160,25,4,17,64,31,12,76,70,1,18,2,7,13,0.361,0.405,0.273,0.139,0.206666666666667,0.663,1,1,175,69,30,1,0
42,79,13,19,5,2,1,12,3,1,7,29,0,0,0,1,1,0.299,0.392,0.36,0.152,0.0714285714285714,1.044,1,1,190,74,25,0,0
155,585,95,157,25,3,8,63,29,12,70,94,0,8,2,5,12,0.352,0.362,0.305,0.094,0.187096774193548,0.938,1,1,180,72,31,1,0
62,143,17,38,10,0,4,18,0,0,21,40,0,7,0,1,2,0.384,0.42,0.34,0.154,0,0.791,0,0,190,72,35,1,0
109,366,50,94,21,0,9,37,2,2,29,37,0,1,2,3,2,0.311,0.388,0.263,0.131,0.018348623853211,0.679,0,1,170,70,34,0,0
154,600,101,169,31,6,12,64,54,10,87,80,1,2,3,6,7,0.371,0.413,0.305,0.132,0.350649350649351,0.801,1,1,180,72,31,0,0
133,489,73,139,21,1,34,106,5,3,30,85,1,6,1,8,22,0.328,0.54,0.278,0.256,0.037593984962406,0.84,0,1,185,75,28,1,0
34,75,4,18,3,0,0,4,0,1,4,18,0,0,6,0,0,0.278,0.28,0.316,0.04,0,0.6,0,1,170,72,32,1,0
11,28,3,5,1,0,1,1,0,0,2,2,0,0,0,0,0,0.233,0.321,0.16,0.143,0,0,0,1,160,70,26,0,0
45,87,7,23,9,1,0,7,1,0,13,21,0,1,0,1,3,0.363,0.391,0.343,0.126,0.0222222222222222,2,0,1,200,74,28,0,0
142,531,92,149,33,1,28,123,2,1,61,83,3,6,0,10,18,0.355,0.505,0.281,0.224,0.0140845070422535,0.754,1,1,205,74,31,0,0
126,461,79,114,15,1,5,53,12,4,89,64,1,2,12,3,15,0.369,0.317,0.276,0.069,0.0952380952380952,0.45,1,1,175,71,34,0,1
154,582,93,172,20,4,8,53,13,1,72,84,4,9,4,2,14,0.38,0.385,0.333,0.089,0.0844155844155844,0.556,0,1,170,71,32,0,0
69,171,19,42,10,0,4,20,0,1,17,36,1,0,0,1,6,0.312,0.374,0.288,0.129,0,1.133,0,1,200,73,32,0,0
32,63,2,11,1,0,0,3,0,0,4,12,0,0,9,0,1,0.224,0.19,0.216,0.016,0,0,0,1,200,76,30,0,0
13,27,3,7,1,0,0,0,0,0,1,3,0,0,0,0,0,0.286,0.296,0.292,0.037,0,0.833,1,1,195,73,24,0,0
156,611,95,165,36,8,23,83,2,2,36,108,2,5,0,5,17,0.314,0.468,0.293,0.198,0.0128205128205128,0.18,1,1,175,72,29,0,0
152,602,95,191,40,2,24,116,15,1,57,103,2,2,0,11,22,0.372,0.51,0.344,0.193,0.0986842105263158,0.806,1,1,200,76,35,0,0
61,149,18,50,12,0,6,32,1,1,15,28,0,2,1,0,3,0.404,0.537,0.383,0.201,0.0163934426229508,1.222,0,1,175,73,30,1,0
33,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,235,77,26,0,0
111,358,56,96,23,0,17,63,0,1,47,92,7,0,0,4,14,0.35,0.475,0.312,0.207,0,0.914,1,1,215,74,27,0,1
109,321,53,93,13,1,5,47,8,3,55,49,1,3,0,3,5,0.395,0.383,0.326,0.093,0.073394495412844,0.508,1,1,160,68,39,0,1
150,571,108,168,35,2,45,145,5,3,76,121,6,6,0,10,18,0.377,0.599,0.296,0.305,0.0333333333333333,1.213,1,1,225,72,26,1,0
35,82,10,13,4,0,0,9,0,0,2,39,0,1,7,0,0,0.188,0.207,0.302,0.049,0,0,0,1,210,75,30,1,0
95,172,31,36,7,2,6,29,5,1,28,52,0,2,1,1,1,0.325,0.378,0.261,0.169,0.0526315789473684,0.75,0,1,195,72,25,1,0
128,415,56,104,21,1,31,85,1,3,54,113,7,0,0,4,6,0.334,0.53,0.265,0.28,0.0078125,0.536,0,1,180,73,31,0,0
145,579,88,186,40,4,21,91,9,0,32,88,4,3,0,3,18,0.358,0.513,0.349,0.192,0.0620689655172414,0.2,1,1,205,69,27,1,0
113,325,35,72,15,1,7,36,1,0,26,51,6,5,3,1,12,0.289,0.338,0.243,0.117,0.00884955752212389,1.333,0,1,195,74,31,1,0
49,174,28,54,14,1,11,35,1,1,6,42,0,3,0,0,3,0.344,0.592,0.355,0.282,0.0204081632653061,0.2,1,1,205,79,24,1,0
88,194,31,47,5,3,7,29,7,2,21,62,3,1,2,1,4,0.318,0.407,0.317,0.165,0.0795454545454545,0,0,1,180,74,27,1,0
86,186,36,55,11,0,16,46,0,1,24,47,0,3,0,2,4,0.381,0.613,0.312,0.317,0,0.4,1,1,185,76,31,1,0
26,51,4,10,1,0,0,5,0,0,8,16,0,1,8,0,1,0.317,0.216,0.286,0.02,0,0.661,0,1,210,75,31,1,0
159,643,134,198,20,0,66,158,18,9,73,171,14,1,0,5,20,0.377,0.647,0.321,0.339,0.113207547169811,0.523,0,1,165,72,30,1,0
27,67,18,25,6,0,10,27,0,1,5,12,0,0,0,1,0,0.411,0.91,0.326,0.537,0,0.932,1,1,210,71,26,1,0
123,384,66,105,27,4,4,43,11,2,45,62,0,5,1,2,9,0.356,0.396,0.316,0.122,0.0894308943089431,0.833,0,1,190,74,32,0,0
47,156,25,45,12,0,7,32,1,0,26,43,2,2,0,4,6,0.388,0.5,0.345,0.212,0.0212765957446809,0.62,1,0,185,73,35,1,0
120,344,52,91,17,4,20,59,0,2,31,93,4,0,0,1,6,0.324,0.512,0.306,0.247,0,0,1,1,205,76,31,0,0
122,192,17,45,8,3,2,15,1,2,26,37,0,1,0,3,5,0.324,0.339,0.276,0.104,0.00819672131147541,0.833,0,1,195,73,29,0,0
35,75,7,10,2,0,1,11,0,0,7,30,0,0,5,1,2,0.205,0.2,0.2,0.067,0,0,0,1,180,72,34,1,0
123,440,89,129,34,2,30,85,1,0,89,141,8,4,0,4,7,0.413,0.584,0.363,0.291,0.00813008130081301,1.02,1,1,250,76,28,0,0
130,414,54,101,27,3,13,46,8,3,49,112,10,3,1,2,4,0.327,0.418,0.302,0.174,0.0615384615384615,1.107,0,1,185,74,27,0,0
153,588,113,145,44,1,23,73,4,5,77,82,3,9,2,5,9,0.34,0.442,0.25,0.196,0.0261437908496732,1.089,1,1,170,72,31,1,0
20,25,3,6,3,0,0,0,0,0,6,5,0,0,0,0,1,0.387,0.36,0.3,0.12,0,1.2,0,0,180,73,32,0,0
86,221,31,56,13,0,7,33,2,2,17,45,1,2,4,3,8,0.309,0.407,0.285,0.154,0.0232558139534884,0.5,1,1,230,74,26,0,1
158,573,112,156,28,4,50,119,11,4,79,121,6,5,0,4,7,0.363,0.597,0.261,0.325,0.069620253164557,0.768,0,1,195,72,33,1,0
154,609,107,205,31,2,40,115,0,0,61,144,13,8,0,3,13,0.402,0.591,0.386,0.255,0,1.327,1,1,225,73,31,0,0
138,517,79,138,24,2,6,45,24,9,84,78,2,6,1,4,6,0.373,0.356,0.302,0.089,0.173913043478261,0.587,0,1,166,69,27,0,1
151,576,86,166,30,6,2,50,37,12,62,64,1,4,12,6,10,0.358,0.372,0.318,0.083,0.245033112582781,0.699,1,1,180,69,31,0,1
96,347,64,97,18,2,0,27,7,1,59,53,0,3,12,3,4,0.386,0.343,0.327,0.063,0.0729166666666667,0.437,0,1,175,72,35,0,1
88,226,31,64,14,0,6,29,2,1,29,60,0,3,1,0,7,0.372,0.425,0.362,0.142,0.0227272727272727,1.232,1,1,210,75,32,0,1
128,499,101,169,30,5,26,97,15,9,74,81,9,1,0,4,19,0.422,0.575,0.361,0.236,0.1171875,0.598,1,1,180,74,30,0,1
129,266,46,81,19,2,10,44,11,5,17,48,1,3,2,1,5,0.352,0.504,0.34,0.199,0.0852713178294574,0.45,0,1,190,74,32,1,0
32,90,13,29,6,0,2,12,2,4,4,8,0,1,1,1,1,0.354,0.456,0.333,0.133,0.0625,0.423,1,1,160,71,25,0,1
26,54,3,7,0,0,2,8,0,0,1,16,0,0,8,0,0,0.145,0.241,0.139,0.111,0,0,0,1,210,77,21,1,0
52,180,26,47,14,1,6,28,1,0,28,32,0,1,1,3,3,0.358,0.45,0.283,0.189,0.0192307692307692,0.667,1,0,190,73,33,1,0
101,276,42,79,18,3,14,42,6,4,32,60,4,3,0,3,8,0.363,0.525,0.317,0.239,0.0594059405940594,0.675,0,1,225,72,28,1,0
158,628,123,191,41,1,27,108,9,2,85,85,2,3,1,9,14,0.385,0.502,0.312,0.197,0.0569620253164557,0.856,0,1,210,71,26,1,0
159,563,138,182,40,3,24,120,37,6,99,96,3,7,12,13,13,0.422,0.533,0.346,0.21,0.232704402515723,0.988,1,1,184,72,31,0,1
37,137,19,42,13,0,6,25,0,1,4,23,0,0,1,2,1,0.322,0.533,0.327,0.226,0,0.378,1,1,200,77,33,1,0
32,38,4,5,0,1,1,2,1,0,2,10,0,0,1,1,1,0.171,0.263,0.143,0.132,0.03125,0,0,1,190,73,27,0,1
162,562,143,171,35,0,42,126,30,11,149,127,16,11,0,7,18,0.454,0.591,0.322,0.286,0.185185185185185,0.575,0,1,195,72,31,1,0
28,85,5,23,2,0,1,22,0,0,11,10,0,0,0,0,2,0.354,0.329,0.297,0.059,0,1.009,1,0,175,74,40,0,0
81,73,23,21,2,0,1,11,17,6,11,19,0,1,4,1,0,0.384,0.356,0.37,0.068,0.209876543209877,0,0,1,180,70,28,0,1
15,17,2,6,0,0,1,5,0,0,2,3,0,0,0,0,1,0.421,0.529,0.385,0.176,0,0,0,1,210,72,27,1,0
128,509,61,120,22,0,12,66,18,6,50,129,1,4,0,5,20,0.306,0.35,0.29,0.114,0.140625,0.667,0,1,200,74,31,1,0
32,45,12,9,2,0,1,2,1,0,1,10,0,0,0,0,1,0.217,0.311,0.235,0.111,0.03125,0,1,1,195,75,31,1,0
151,589,132,170,32,6,38,112,7,4,82,132,2,4,4,9,9,0.374,0.557,0.308,0.268,0.0463576158940397,0.71,0,1,180,73,34,1,0
160,639,123,188,56,0,16,73,28,14,88,107,9,11,5,6,5,0.386,0.457,0.33,0.163,0.175,0.255,0,1,185,71,34,1,0
106,309,44,74,16,2,4,31,3,5,38,52,5,4,0,3,10,0.328,0.343,0.273,0.104,0.0283018867924528,1.8,0,1,198,74,33,1,0
60,119,12,19,5,0,4,18,0,1,19,16,1,1,0,2,4,0.277,0.303,0.149,0.143,0,0.65,0,1,210,75,36,0,1
152,608,102,153,38,1,20,63,14,9,47,112,0,5,9,2,11,0.31,0.416,0.278,0.164,0.0921052631578947,0.885,0,1,180,70,30,1,0
133,473,64,117,26,1,17,71,9,3,39,74,2,6,2,9,13,0.307,0.414,0.256,0.167,0.0676691729323308,0.744,1,1,200,73,33,1,0
91,297,39,72,15,2,6,38,9,2,21,74,0,2,1,3,5,0.294,0.367,0.3,0.125,0.0989010989010989,0.5,1,1,170,70,29,1,0
78,273,45,78,11,1,13,56,6,2,46,58,4,3,0,7,7,0.386,0.476,0.311,0.19,0.0769230769230769,1.526,0,1,200,72,36,0,1
155,453,90,142,23,4,4,36,66,17,60,100,3,3,7,2,5,0.396,0.408,0.393,0.095,0.425806451612903,0.902,0,1,165,73,25,0,1
133,465,69,134,21,5,14,52,8,6,39,100,1,4,9,3,6,0.346,0.445,0.339,0.157,0.0601503759398496,0,1,1,175,72,29,1,0
67,135,20,44,5,3,5,24,1,1,12,23,0,4,0,2,3,0.392,0.519,0.358,0.193,0.0149253731343284,1.825,0,1,190,72,30,1,0
31,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.333,0.667,0.333,0.333,0,0,1,1,180,73,36,0,0
54,194,35,58,15,0,8,32,2,0,15,37,0,6,0,2,7,0.364,0.5,0.331,0.201,0.037037037037037,1.489,1,1,185,74,28,1,0
96,195,37,51,6,0,5,24,8,4,43,35,0,3,1,3,6,0.398,0.369,0.291,0.108,0.0833333333333333,0.667,1,1,175,70,31,1,0
32,69,8,16,2,0,0,4,0,0,2,10,0,0,6,0,2,0.254,0.261,0.271,0.029,0,0,0,1,160,75,27,0,0
110,381,61,112,33,3,21,73,0,1,36,92,0,3,0,0,5,0.36,0.562,0.34,0.268,0,0.72,1,1,201,73,27,0,0
146,476,59,128,25,1,19,78,4,1,73,100,7,2,0,3,12,0.366,0.445,0.303,0.176,0.0273972602739726,0.349,1,1,195,75,39,0,1
119,392,43,110,21,1,3,32,11,4,23,41,0,5,6,1,10,0.328,0.362,0.307,0.082,0.092436974789916,0,1,1,165,70,27,1,0
42,93,12,32,6,1,0,16,4,1,0,16,0,2,1,1,4,0.354,0.43,0.41,0.086,0.0952380952380952,0.308,0,0,175,73,36,1,0
52,155,31,51,4,2,11,30,1,1,26,43,1,1,0,3,1,0.422,0.594,0.385,0.265,0.0192307692307692,0.821,0,1,240,75,25,0,0
103,323,31,88,15,0,4,33,0,0,40,67,4,0,0,0,9,0.353,0.356,0.333,0.084,0,0.779,0,1,180,74,32,1,0
123,464,86,151,33,3,25,108,27,7,50,94,5,11,2,8,5,0.398,0.571,0.357,0.246,0.219512195121951,0.396,0,1,181,72,28,0,1
6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,205,75,29,0,0
156,590,100,156,32,10,34,103,8,4,63,94,7,3,2,5,4,0.336,0.525,0.261,0.261,0.0512820512820513,0.962,0,1,175,74,34,0,0
99,274,34,70,12,2,6,33,4,1,33,61,10,9,1,3,4,0.351,0.38,0.305,0.124,0.0404040404040404,0,0,1,205,76,28,0,0
122,132,18,31,5,0,4,21,0,0,28,21,3,0,0,1,9,0.366,0.364,0.25,0.129,0,1.75,0,1,200,74,30,0,0
69,150,27,41,3,2,1,16,4,3,29,18,2,0,1,0,2,0.391,0.34,0.305,0.067,0.0579710144927536,0,0,1,160,72,26,0,1
85,322,45,82,16,2,10,48,2,1,25,57,1,1,0,2,13,0.309,0.41,0.28,0.155,0.0235294117647059,0.867,1,1,180,73,30,1,0
135,532,103,190,42,4,27,104,14,3,51,39,7,8,0,4,11,0.418,0.603,0.347,0.246,0.103703703703704,1.406,1,1,165,72,26,1,0
94,204,28,60,16,1,8,39,2,2,29,42,2,2,1,5,7,0.379,0.5,0.327,0.206,0.0212765957446809,0,0,1,170,72,33,1,0
65,209,23,50,16,1,2,27,3,1,10,26,0,0,8,2,16,0.271,0.354,0.262,0.115,0.0461538461538462,0.381,1,1,195,71,35,1,0
36,65,3,9,1,0,0,4,0,0,5,17,0,0,7,0,0,0.2,0.154,0.188,0.015,0,0,0,1,175,72,33,0,0
144,562,114,183,36,1,39,128,3,3,51,105,7,4,0,12,10,0.378,0.601,0.335,0.276,0.0208333333333333,0.705,1,1,175,75,30,1,0
153,614,112,206,45,4,26,111,9,5,66,63,6,7,1,5,13,0.403,0.549,0.34,0.213,0.0588235294117647,1.1,0,1,180,74,32,0,0
109,405,63,105,12,6,3,33,39,11,40,61,0,0,7,3,7,0.324,0.341,0.297,0.081,0.357798165137615,0.286,1,1,165,73,31,0,0
147,556,107,167,41,3,20,101,2,2,96,67,2,5,0,5,17,0.405,0.493,0.31,0.192,0.0136054421768707,0.444,1,1,190,72,30,0,0
92,232,21,56,16,0,1,20,4,2,15,17,2,0,5,3,6,0.284,0.323,0.253,0.082,0.0434782608695652,0.222,0,1,150,71,35,0,0
85,268,33,70,7,5,1,25,2,5,37,45,4,2,3,1,9,0.354,0.336,0.309,0.075,0.0235294117647059,0.167,0,1,175,73,29,1,0
55,168,19,57,8,1,5,21,2,3,19,18,0,1,1,0,2,0.41,0.488,0.359,0.149,0.0363636363636364,0.653,0,0,180,73,35,0,0
34,74,10,23,3,3,0,10,0,0,7,18,0,1,5,1,2,0.373,0.432,0.404,0.122,0,0,0,1,185,70,27,1,0
19,29,2,11,1,0,1,7,1,0,0,1,0,0,0,1,0,0.367,0.517,0.357,0.138,0.0526315789473684,0,0,0,195,70,35,0,0
30,80,12,22,5,0,1,11,0,0,18,14,0,1,0,1,2,0.41,0.375,0.318,0.1,0,1,1,1,192,73,30,0,0
121,438,89,138,30,0,12,42,37,14,82,82,1,2,1,3,4,0.423,0.466,0.363,0.151,0.305785123966942,0.607,0,1,180,70,41,1,0
48,166,22,42,8,0,4,19,4,1,12,44,3,0,1,1,5,0.302,0.373,0.319,0.12,0.0833333333333333,0.433,0,0,180,73,30,1,0
33,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0,0,0,1,1,210,74,34,1,0
32,62,3,9,1,0,0,3,1,0,1,18,0,0,3,2,3,0.154,0.161,0.196,0.016,0.03125,0,0,1,190,75,41,1,0
114,181,28,45,12,1,6,30,0,1,31,40,1,4,5,2,6,0.367,0.425,0.285,0.177,0,0.431,0,1,195,72,31,1,0
45,124,18,33,6,0,7,28,0,0,7,20,1,0,0,0,6,0.305,0.484,0.268,0.218,0,0.573,1,0,244,75,28,1,0
20,64,12,21,4,1,0,4,3,1,9,8,0,0,1,1,2,0.405,0.422,0.368,0.094,0.15,0.606,0,0,185,72,35,0,1
158,627,134,219,37,9,24,102,19,8,91,116,5,12,3,6,12,0.438,0.552,0.396,0.203,0.120253164556962,0.976,1,1,195,75,25,1,0
35,97,1,12,4,0,0,6,0,0,0,46,0,0,7,0,1,0.124,0.165,0.235,0.041,0,1,0,1,225,82,36,1,0
83,156,24,44,10,0,5,23,2,3,20,31,0,0,4,3,3,0.358,0.442,0.317,0.16,0.0240963855421687,3,0,1,185,70,26,1,0
162,592,97,163,35,5,26,84,24,12,76,103,11,9,0,2,12,0.365,0.483,0.295,0.208,0.148148148148148,0.47,0,1,225,73,22,1,0
157,567,116,181,41,1,45,110,25,3,126,94,18,2,0,6,20,0.441,0.633,0.313,0.314,0.159235668789809,0.817,0,1,210,76,27,0,1
153,576,100,163,28,4,23,115,13,8,51,81,2,9,0,9,9,0.346,0.465,0.291,0.182,0.0849673202614379,0.79,0,1,205,73,32,1,0
133,429,75,123,18,0,21,88,1,3,94,90,11,2,0,5,14,0.413,0.476,0.316,0.189,0.0075187969924812,0.182,1,1,195,75,33,0,0
87,290,41,87,17,1,8,37,6,1,21,57,0,5,0,2,5,0.355,0.448,0.348,0.148,0.0689655172413793,0.667,1,1,180,74,35,1,0
133,404,55,120,28,2,21,80,5,2,53,69,8,2,0,7,6,0.376,0.532,0.308,0.235,0.037593984962406,0.598,0,1,220,75,28,0,0
150,603,120,176,36,4,18,68,28,9,83,57,0,21,3,5,7,0.393,0.454,0.296,0.163,0.186666666666667,0.744,1,1,175,69,31,1,0
88,250,45,69,13,5,9,40,4,3,28,73,5,0,0,2,2,0.346,0.476,0.353,0.2,0.0454545454545455,0.761,1,1,190,74,26,0,0
32,57,1,6,2,0,0,5,0,0,2,29,0,0,11,0,0,0.136,0.14,0.214,0.035,0,0,0,1,200,74,34,0,0
135,470,63,113,14,6,2,40,16,10,45,52,0,5,14,4,5,0.311,0.309,0.264,0.068,0.118518518518519,0.589,1,1,180,72,32,1,0
31,66,8,15,4,1,0,5,0,0,13,17,1,0,0,0,3,0.354,0.318,0.306,0.091,0,1.933,1,0,190,72,36,1,0
36,75,4,6,0,0,0,2,0,0,3,24,0,0,13,0,3,0.115,0.08,0.118,0,0,0,0,1,170,74,27,1,0
108,161,20,42,3,1,1,21,3,1,19,21,0,1,0,3,2,0.337,0.311,0.289,0.05,0.0277777777777778,0.718,0,1,170,70,35,0,0
120,465,110,140,28,6,7,39,25,6,79,84,2,6,5,5,6,0.405,0.432,0.351,0.131,0.208333333333333,0.521,1,1,180,72,32,0,0
33,64,7,11,1,1,2,7,0,0,1,18,0,1,13,0,0,0.197,0.312,0.205,0.141,0,0,0,1,170,72,33,1,0
41,16,2,5,3,0,0,3,0,0,0,6,0,0,0,0,0,0.312,0.5,0.5,0.188,0,0,0,1,175,73,29,1,0
159,589,95,155,27,2,28,105,3,4,69,86,7,3,0,4,14,0.341,0.458,0.265,0.195,0.0188679245283019,0.746,1,1,205,74,32,0,0
64,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,220,77,22,1,0
144,566,105,155,20,7,6,45,16,8,83,79,2,0,9,6,8,0.363,0.366,0.306,0.092,0.111111111111111,0.282,1,1,175,71,35,0,1
43,126,18,32,7,0,1,13,0,0,8,16,0,2,3,1,6,0.307,0.333,0.282,0.079,0,0.833,1,1,188,70,28,1,0
54,109,13,31,5,0,5,22,0,0,6,22,1,0,1,2,4,0.316,0.468,0.31,0.183,0,0.2,0,0,185,72,31,1,0
33,78,4,12,2,0,1,6,0,0,2,29,0,0,6,0,2,0.175,0.218,0.229,0.064,0,0.347,0,1,230,76,25,1,0
66,31,6,5,0,0,0,1,2,1,4,7,0,1,3,0,0,0.278,0.161,0.208,0,0.0303030303030303,1.1,0,1,200,71,27,1,0
34,72,10,16,2,0,2,9,0,0,13,16,2,0,0,1,1,0.337,0.333,0.255,0.111,0,0.65,0,0,200,73,33,0,0
84,151,31,31,2,1,0,8,26,7,23,15,1,0,1,1,1,0.309,0.232,0.226,0.026,0.30952380952381,1.333,0,1,180,74,40,0,1
124,381,67,103,22,5,15,52,3,1,53,75,1,3,2,8,7,0.357,0.472,0.294,0.202,0.0241935483870968,0.771,1,1,195,73,25,0,0
149,586,107,172,37,11,8,69,18,12,96,79,5,2,2,7,11,0.391,0.435,0.324,0.142,0.120805369127517,1.091,1,1,150,72,31,0,1
157,596,84,167,36,4,28,103,1,2,56,91,5,4,0,5,21,0.343,0.495,0.288,0.215,0.00636942675159236,0.841,1,1,175,72,30,0,0
162,581,107,173,39,0,19,96,3,0,125,66,5,11,0,6,22,0.427,0.463,0.307,0.165,0.0185185185185185,0.975,0,1,205,77,31,0,0
153,597,70,170,39,4,19,110,11,9,66,89,1,2,0,10,24,0.353,0.459,0.303,0.174,0.0718954248366013,0.562,1,1,200,76,36,0,0
154,520,49,134,24,2,1,60,8,4,49,59,12,1,11,7,16,0.319,0.317,0.285,0.06,0.051948051948052,0.289,0,1,160,69,28,1,0
158,565,96,183,30,1,47,148,2,4,97,69,14,3,0,9,13,0.42,0.63,0.297,0.306,0.0126582278481013,0.606,1,1,180,72,35,0,0
104,309,30,77,17,0,7,30,0,1,17,40,4,6,4,3,9,0.299,0.372,0.264,0.123,0,0.884,0,1,175,73,31,1,0
141,534,100,162,25,0,40,124,2,2,51,70,11,1,0,7,27,0.361,0.575,0.283,0.272,0.0141843971631206,0.473,0,1,200,75,31,1,0
112,379,50,93,19,2,12,57,1,0,53,91,2,3,0,2,9,0.341,0.401,0.291,0.156,0.00892857142857143,0.626,1,1,215,74,28,0,1
71,140,18,41,4,0,3,21,2,0,15,32,0,3,0,2,0,0.369,0.386,0.355,0.093,0.028169014084507,0.857,0,1,195,75,32,1,0
147,522,131,174,34,3,44,165,2,4,96,131,9,13,0,9,12,0.442,0.663,0.365,0.33,0.0136054421768707,0.372,1,1,225,72,27,1,0
27,45,2,11,2,0,0,5,0,0,1,14,0,0,8,0,0,0.261,0.289,0.355,0.044,0,0,0,1,195,72,35,1,0
35,66,4,11,2,0,1,14,0,0,2,27,0,0,17,1,1,0.188,0.242,0.256,0.076,0,0.5,0,1,210,75,31,1,0
41,143,26,34,4,0,2,12,11,3,9,16,0,0,3,1,0,0.281,0.308,0.254,0.07,0.268292682926829,0,1,1,172,70,27,0,0
144,600,116,199,29,1,35,113,25,12,24,64,2,1,0,5,31,0.356,0.558,0.324,0.227,0.173611111111111,0.583,1,1,205,69,28,1,0
12,25,2,3,0,0,0,1,0,0,2,10,0,0,3,0,0,0.185,0.12,0.2,0,0,0,0,0,200,73,35,0,0
49,107,18,30,5,1,0,4,2,1,5,20,0,0,3,0,1,0.312,0.346,0.345,0.065,0.0408163265306122,1.5,1,1,165,66,24,1,0
134,479,72,122,17,7,31,116,3,3,34,117,0,4,0,8,19,0.305,0.514,0.268,0.259,0.0223880597014925,0.452,1,1,205,79,25,1,0
29,62,11,17,4,0,1,7,0,0,5,28,0,1,4,0,0,0.338,0.387,0.485,0.113,0,1,0,1,210,75,32,1,0
49,127,20,32,6,0,2,16,1,0,4,17,0,0,2,0,4,0.275,0.346,0.278,0.094,0.0204081632653061,0,1,1,172,71,34,1,0
71,205,25,48,8,0,8,20,0,4,18,51,0,2,0,1,1,0.301,0.39,0.272,0.156,0,0.311,1,1,210,71,27,1,0
127,393,56,113,18,5,4,39,10,5,47,45,2,0,3,1,10,0.363,0.389,0.316,0.102,0.078740157480315,0.545,0,1,190,74,33,0,0
136,427,59,120,22,0,19,72,0,0,70,94,3,11,0,4,8,0.393,0.466,0.318,0.185,0,0.916,1,1,185,73,36,1,0
146,517,76,146,31,1,24,81,2,3,52,132,10,0,0,7,19,0.344,0.485,0.332,0.203,0.0136986301369863,0.422,1,1,205,76,32,0,0
