"Games","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","Hand_OBP","Hand_SLG","Hand_BABIP","Hand_ISO","Hand_SBPerG","P_OPS","AL","SameTeam","weight","height","age","bats_right","bats_switch"
150,567,87,157,29,2.07944154167984,32,80,3.04452243772342,2.70805020110221,63,161,2.30258509299405,2.39789527279837,1.6094379124341,6,7,0.352,0.508,0.329,0.231,0.106666666666667,1.25,1,1,195,72,25,0,0
142,510,67,144,26,1.79175946922805,18,72,2.07944154167984,1.79175946922805,51,55,2.30258509299405,2.30258509299405,2.19722457733622,4,15,0.351,0.443,0.286,0.161,0.0211267605633803,0.512,1,1,170,73,28,1,0
94,287,32,82,8,1.79175946922805,4,30,1.79175946922805,2.19722457733622,17,27,1.79175946922805,1.6094379124341,1.79175946922805,2,8,0.324,0.362,0.302,0.077,0.0106382978723404,0.583,1,1,178,70,24,1,0
136,417,82,113,24,2.30258509299405,18,61,3.3322045101752,2.07944154167984,112,123,2.77258872223978,2.07944154167984,1.79175946922805,4,8,0.425,0.482,0.339,0.211,0.169117647058824,0.989,0,1,170,70,40,1,0
105,329,45,91,13,1.6094379124341,18,70,1.6094379124341,1.94591014905531,64,57,3.25809653802148,2.19722457733622,1.6094379124341,5,6,0.396,0.48,0.282,0.204,0,1.413,0,1,198,76,33,0,0
143,529,69,149,31,2.484906649788,14,64,2.19722457733622,2.07944154167984,27,72,1.94591014905531,2.30258509299405,1.94591014905531,10,14,0.317,0.446,0.298,0.164,0.027972027972028,0.681,0,1,195,72,25,0,0
57,158,16,38,1,1.6094379124341,5,15,1.6094379124341,1.6094379124341,16,25,1.94591014905531,1.79175946922805,1.6094379124341,2,4,0.311,0.342,0.254,0.101,0,0.625,0,1,160,69,36,1,0
128,418,59,107,19,1.6094379124341,22,92,1.79175946922805,1.6094379124341,82,64,2.77258872223978,2.19722457733622,1.6094379124341,5,10,0.379,0.459,0.252,0.203,0.0078125,0.562,1,1,230,76,30,0,0
141,491,81,156,23,2.19722457733622,11,75,2.99573227355399,2.39789527279837,87,60,1.94591014905531,2.19722457733622,2.19722457733622,3,13,0.422,0.448,0.343,0.13,0.106382978723404,0.514,1,1,190,70,28,1,0
131,469,65,127,18,1.94591014905531,26,72,1.79175946922805,1.94591014905531,60,101,2.56494935746154,2.19722457733622,1.6094379124341,3,7,0.356,0.484,0.293,0.213,0.00763358778625954,1.158,0,1,195,73,25,1,0
156,589,67,160,21,1.79175946922805,20,92,1.6094379124341,1.6094379124341,63,50,2.56494935746154,2.07944154167984,1.79175946922805,7,15,0.341,0.413,0.266,0.141,0,0.823,1,1,180,73,34,1,0
133,455,82,128,16,1.94591014905531,28,99,2.07944154167984,1.6094379124341,72,62,2.77258872223978,2.63905732961526,1.79175946922805,8,22,0.384,0.51,0.268,0.229,0.0225563909774436,0.698,1,1,183,73,36,1,0
138,533,60,170,26,2.30258509299405,7,81,2.39789527279837,2.19722457733622,19,32,2.89037175789616,2.07944154167984,1.79175946922805,1,21,0.345,0.426,0.329,0.107,0.0434782608695652,0.719,0,1,193,72,27,1,0
157,601,74,141,17,2.39789527279837,8,46,2.19722457733622,2.484906649788,56,90,2.39789527279837,2.484906649788,2.30258509299405,1,15,0.307,0.323,0.264,0.088,0.0254777070063694,1.043,0,1,175,73,21,1,0
141,511,104,151,26,1.6094379124341,48,125,1.6094379124341,1.6094379124341,83,154,3.2188758248682,2.484906649788,1.6094379124341,5,8,0.398,0.628,0.328,0.333,0,0.47,0,1,188,74,31,0,0
119,347,30,86,12,1.94591014905531,3,36,2.19722457733622,2.07944154167984,38,52,2.70805020110221,1.6094379124341,2.07944154167984,1,6,0.321,0.32,0.283,0.072,0.0336134453781513,0.059,0,1,160,70,32,1,0
32,121,11,34,5,1.6094379124341,1,16,1.94591014905531,1.79175946922805,11,12,1.79175946922805,1.79175946922805,1.79175946922805,2,1,0.341,0.347,0.3,0.066,0.0625,0.554,1,0,160,69,34,0,0
152,535,64,126,20,2.07944154167984,15,77,2.07944154167984,1.79175946922805,78,55,3.09104245335832,2.63905732961526,2.39789527279837,3,13,0.341,0.368,0.237,0.133,0.0197368421052632,0.532,1,1,195,72,28,1,0
147,538,87,145,22,1.94591014905531,40,125,2.39789527279837,2.39789527279837,100,84,3.3322045101752,1.94591014905531,1.6094379124341,12,18,0.379,0.541,0.246,0.271,0.0408163265306122,0.912,0,1,197,73,25,1,0
149,625,85,150,25,1.94591014905531,8,32,4.04305126783455,2.94443897916644,32,88,1.6094379124341,1.94591014905531,3.2188758248682,2,9,0.278,0.325,0.267,0.085,0.348993288590604,0.518,1,1,160,70,30,1,0
99,425,58,120,22,2.19722457733622,3,30,2.63905732961526,2.63905732961526,22,31,1.79175946922805,1.6094379124341,2.07944154167984,2,7,0.316,0.374,0.298,0.092,0.0909090909090909,0.421,0,1,170,71,24,1,0
137,440,51,114,16,1.6094379124341,22,61,1.6094379124341,1.94591014905531,50,64,2.89037175789616,2.19722457733622,2.19722457733622,3,9,0.338,0.445,0.258,0.186,0,0.82,1,1,185,72,38,0,0
83,196,29,49,7,1.94591014905531,2,19,1.79175946922805,2.07944154167984,29,28,2.484906649788,1.6094379124341,2.19722457733622,1,1,0.345,0.337,0.281,0.087,0.0120481927710843,0.39,0,1,188,74,24,0,1
102,378,68,118,19,2.484906649788,10,60,1.6094379124341,1.6094379124341,29,49,2.484906649788,1.6094379124341,1.6094379124341,6,15,0.356,0.479,0.332,0.167,0,0.821,0,1,175,71,38,1,0
119,378,40,79,13,1.94591014905531,2,29,2.89037175789616,2.39789527279837,32,65,2.56494935746154,1.94591014905531,2.30258509299405,4,11,0.272,0.27,0.244,0.061,0.109243697478992,0.733,0,1,155,74,24,1,0
138,455,63,123,18,1.94591014905531,26,70,1.6094379124341,1.79175946922805,68,68,2.63905732961526,2.77258872223978,1.6094379124341,3,7,0.376,0.49,0.266,0.22,0,0.497,1,1,230,75,29,0,0
111,374,51,98,18,1.94591014905531,10,56,1.6094379124341,1.79175946922805,48,51,1.6094379124341,2.39789527279837,1.79175946922805,1,7,0.354,0.401,0.28,0.139,0,0.833,1,1,203,75,31,1,0
120,255,32,70,9,2.484906649788,4,29,1.94591014905531,2.484906649788,24,64,2.484906649788,2.07944154167984,2.07944154167984,0,5,0.344,0.412,0.353,0.137,0.0166666666666667,0.355,0,1,165,72,24,0,0
26,42,1,12,1,1.79175946922805,0,3,1.6094379124341,1.79175946922805,3,5,1.6094379124341,1.79175946922805,1.94591014905531,0,1,0.348,0.357,0.324,0.071,0,0.654,1,1,180,70,31,1,0
124,427,63,128,24,2.19722457733622,19,72,1.6094379124341,1.6094379124341,52,54,2.484906649788,2.39789527279837,1.6094379124341,7,8,0.378,0.508,0.302,0.208,0,0.528,0,1,195,73,25,0,0
58,121,10,22,1,1.79175946922805,4,15,2.07944154167984,1.94591014905531,3,22,1.6094379124341,1.79175946922805,1.94591014905531,2,3,0.205,0.306,0.186,0.124,0.0517241379310345,0.31,1,1,195,75,23,1,0
108,333,44,77,9,2.30258509299405,11,36,1.6094379124341,1.6094379124341,27,47,2.30258509299405,2.07944154167984,1.94591014905531,2,8,0.293,0.387,0.238,0.156,0,0.282,1,1,209,71,30,1,0
39,105,5,23,0,1.6094379124341,0,5,1.6094379124341,1.6094379124341,0,16,1.6094379124341,1.6094379124341,2.63905732961526,2,0,0.215,0.219,0.253,0,0,0.49,1,1,190,72,26,1,0
135,499,72,132,25,1.94591014905531,25,75,2.63905732961526,2.56494935746154,59,125,2.484906649788,2.56494935746154,2.19722457733622,2,5,0.35,0.473,0.305,0.208,0.0666666666666667,0.649,1,1,195,72,26,0,0
106,278,46,87,11,1.94591014905531,10,32,1.79175946922805,1.6094379124341,28,33,2.30258509299405,1.94591014905531,1.79175946922805,5,11,0.374,0.475,0.321,0.162,0.00943396226415094,0.754,1,1,175,73,38,1,0
91,272,19,67,13,1.94591014905531,5,32,1.6094379124341,1.79175946922805,14,48,1.79175946922805,1.79175946922805,2.19722457733622,1,8,0.285,0.364,0.282,0.118,0,0.462,1,1,178,70,25,1,0
122,408,47,98,16,2.07944154167984,8,30,1.6094379124341,1.6094379124341,59,59,2.484906649788,1.94591014905531,1.79175946922805,0,2,0.339,0.353,0.264,0.113,0,0.588,1,1,176,71,33,0,0
140,447,41,104,19,1.94591014905531,9,50,1.6094379124341,1.79175946922805,58,76,1.94591014905531,2.30258509299405,2.39789527279837,8,8,0.322,0.345,0.257,0.112,0,0.511,0,1,185,72,32,1,0
149,552,122,161,23,2.19722457733622,16,73,4.14313472639153,3.09104245335832,115,44,1.79175946922805,2.39789527279837,2.07944154167984,4,5,0.417,0.435,0.292,0.143,0.389261744966443,0.672,0,1,160,67,29,0,0
134,426,40,111,15,1.94591014905531,8,42,2.19722457733622,2.484906649788,38,47,2.39789527279837,1.94591014905531,2.07944154167984,0,16,0.324,0.362,0.278,0.101,0.0298507462686567,0.795,1,1,190,75,33,0,0
140,565,88,176,27,2.19722457733622,12,89,1.94591014905531,2.19722457733622,34,44,2.19722457733622,2.30258509299405,1.79175946922805,7,13,0.352,0.437,0.318,0.126,0.0142857142857143,0.85,0,1,195,72,26,0,0
136,515,64,146,33,2.484906649788,21,90,2.19722457733622,1.94591014905531,55,121,2.99573227355399,1.6094379124341,1.6094379124341,6,9,0.349,0.497,0.33,0.214,0.0294117647058824,0.77,0,1,175,74,30,1,0
153,601,65,142,23,2.30258509299405,13,56,1.94591014905531,2.07944154167984,28,104,2.19722457733622,1.94591014905531,2.484906649788,1,14,0.272,0.356,0.266,0.12,0.0130718954248366,0.111,1,1,180,70,25,1,0
154,645,107,198,31,2.77258872223978,6,57,2.70805020110221,2.07944154167984,73,46,2.19722457733622,2.484906649788,1.94591014905531,2,7,0.382,0.417,0.323,0.11,0.0649350649350649,0.836,0,1,192,71,31,0,1
147,593,94,181,32,2.63905732961526,19,75,2.07944154167984,2.19722457733622,37,62,2.39789527279837,1.94591014905531,2.99573227355399,6,15,0.345,0.486,0.313,0.18,0.0204081632653061,0.633,1,1,200,74,26,1,0
136,520,55,155,18,2.56494935746154,7,71,1.79175946922805,1.94591014905531,21,38,2.77258872223978,1.6094379124341,1.6094379124341,6,10,0.322,0.404,0.308,0.106,0.00735294117647059,0.875,0,1,193,72,28,1,0
38,98,11,31,4,1.6094379124341,4,19,1.6094379124341,1.6094379124341,19,18,1.6094379124341,1.79175946922805,2.07944154167984,0,1,0.432,0.48,0.355,0.163,0,0.767,1,0,197,74,31,0,0
138,495,74,145,28,1.94591014905531,33,112,1.79175946922805,1.79175946922805,65,129,2.99573227355399,1.94591014905531,1.6094379124341,7,7,0.373,0.558,0.329,0.265,0.0072463768115942,0.292,0,1,188,74,32,0,0
109,370,43,106,14,2.30258509299405,3,30,2.19722457733622,2.07944154167984,9,43,1.79175946922805,1.94591014905531,1.6094379124341,0,16,0.307,0.376,0.318,0.089,0.036697247706422,0.604,0,1,160,71,21,1,0
78,228,33,69,12,2.19722457733622,1,20,2.30258509299405,1.79175946922805,14,34,1.6094379124341,1.94591014905531,1.79175946922805,2,8,0.346,0.404,0.349,0.101,0.0641025641025641,0.4,1,1,170,69,37,1,0
82,227,22,51,5,2.07944154167984,5,32,1.6094379124341,1.6094379124341,24,42,1.94591014905531,2.07944154167984,1.94591014905531,0,4,0.307,0.339,0.256,0.115,0,0.861,1,1,190,72,26,1,0
149,604,88,171,28,2.30258509299405,8,82,3.85014760171006,2.99573227355399,44,88,2.30258509299405,2.39789527279837,2.39789527279837,7,15,0.334,0.386,0.317,0.103,0.281879194630872,0.611,0,1,170,71,27,0,0
36,108,10,33,3,1.6094379124341,1,11,1.6094379124341,1.6094379124341,2,6,1.79175946922805,1.6094379124341,1.79175946922805,0,2,0.318,0.361,0.317,0.056,0,0.432,1,0,190,74,31,1,0
162,592,97,170,32,2.07944154167984,29,98,2.19722457733622,1.94591014905531,82,84,2.30258509299405,2.19722457733622,2.39789527279837,5,13,0.375,0.498,0.291,0.211,0.0246913580246914,0.736,1,1,195,72,29,1,0
118,405,64,116,20,2.19722457733622,11,51,3.61091791264422,2.63905732961526,35,48,2.07944154167984,2.89037175789616,1.6094379124341,6,11,0.357,0.437,0.298,0.151,0.271186440677966,0.701,1,1,190,73,24,1,0
154,470,60,106,15,1.79175946922805,0,27,2.89037175789616,2.39789527279837,49,54,1.79175946922805,2.30258509299405,2.99573227355399,5,9,0.302,0.262,0.252,0.036,0.0844155844155844,0.301,1,1,170,73,29,1,0
152,557,83,141,17,2.07944154167984,25,104,2.19722457733622,1.79175946922805,83,83,2.94443897916644,1.6094379124341,1.79175946922805,10,22,0.345,0.429,0.253,0.176,0.0263157894736842,0.86,0,1,197,73,26,1,0
146,500,73,140,25,2.07944154167984,10,64,3.13549421592915,2.56494935746154,43,72,2.19722457733622,1.6094379124341,2.39789527279837,5,10,0.334,0.402,0.307,0.122,0.123287671232877,0.417,1,1,168,72,29,1,0
151,601,89,150,17,2.39789527279837,4,46,3.66356164612965,2.70805020110221,50,79,1.79175946922805,2.19722457733622,2.63905732961526,7,10,0.308,0.318,0.278,0.068,0.225165562913907,0.907,1,1,160,70,31,1,0
38,64,5,12,1,1.6094379124341,0,4,1.6094379124341,1.6094379124341,3,4,1.79175946922805,1.6094379124341,1.6094379124341,0,0,0.224,0.203,0.2,0.016,0,0.883,1,0,150,67,37,0,0
137,552,53,169,20,2.07944154167984,7,89,2.77258872223978,2.07944154167984,30,56,2.07944154167984,1.79175946922805,2.07944154167984,4,15,0.341,0.391,0.329,0.085,0.0802919708029197,0.652,1,1,195,74,34,1,0
102,366,49,110,15,1.94591014905531,4,47,2.56494935746154,2.07944154167984,24,37,2.19722457733622,1.94591014905531,1.79175946922805,1,8,0.346,0.385,0.325,0.085,0.0784313725490196,0.404,0,1,187,71,22,0,0
54,152,16,39,9,1.79175946922805,2,23,1.79175946922805,1.79175946922805,12,21,1.79175946922805,1.94591014905531,1.79175946922805,1,7,0.317,0.368,0.285,0.112,0.0185185185185185,1.043,1,1,190,73,30,1,0
143,492,37,126,23,1.94591014905531,7,52,1.94591014905531,1.94591014905531,25,62,2.19722457733622,1.79175946922805,2.63905732961526,5,10,0.291,0.354,0.278,0.098,0.013986013986014,0.406,1,1,215,74,26,1,0
140,504,76,129,20,2.07944154167984,16,58,2.39789527279837,2.30258509299405,72,74,2.19722457733622,1.79175946922805,2.63905732961526,3,8,0.348,0.403,0.271,0.147,0.0428571428571429,0.481,0,1,175,71,26,0,0
139,324,35,68,14,2.07944154167984,4,33,2.30258509299405,2.30258509299405,23,74,2.07944154167984,2.07944154167984,2.19722457733622,4,5,0.266,0.309,0.256,0.099,0.0359712230215827,0.133,0,1,165,72,25,0,0
133,332,33,87,17,1.6094379124341,3,42,1.6094379124341,1.94591014905531,21,63,1.6094379124341,1.94591014905531,2.63905732961526,2,10,0.308,0.34,0.313,0.078,0,0.203,1,1,180,70,32,1,0
162,581,82,146,29,2.484906649788,12,50,3.09104245335832,2.63905732961526,107,91,2.07944154167984,2.484906649788,2.07944154167984,2,7,0.373,0.387,0.279,0.136,0.104938271604938,0.432,1,1,180,74,24,1,0
84,285,17,73,10,1.94591014905531,1,32,1.6094379124341,1.6094379124341,13,23,1.79175946922805,1.79175946922805,2.30258509299405,1,11,0.29,0.316,0.275,0.06,0,0.519,0,1,185,70,31,1,0
93,262,22,60,10,1.6094379124341,2,21,1.94591014905531,1.79175946922805,22,43,1.94591014905531,1.6094379124341,2.19722457733622,4,7,0.285,0.29,0.262,0.061,0.021505376344086,0.59,0,1,180,73,25,1,0
106,356,35,92,12,2.07944154167984,0,20,2.30258509299405,1.79175946922805,48,49,2.19722457733622,1.79175946922805,2.07944154167984,0,4,0.348,0.309,0.3,0.051,0.0471698113207547,0.551,0,1,160,71,29,0,1
151,539,99,158,28,1.94591014905531,32,117,3.29583686600433,2.56494935746154,76,111,2.77258872223978,2.484906649788,1.6094379124341,7,13,0.383,0.531,0.313,0.237,0.145695364238411,0.669,1,1,195,72,27,0,0
131,464,61,114,14,1.94591014905531,19,81,1.6094379124341,1.79175946922805,59,116,2.484906649788,1.79175946922805,2.07944154167984,3,11,0.33,0.407,0.286,0.162,0,0.554,1,0,200,74,35,1,0
92,339,48,88,13,1.6094379124341,11,48,1.79175946922805,1.79175946922805,28,51,2.39789527279837,2.07944154167984,1.79175946922805,8,11,0.315,0.395,0.27,0.136,0.0108695652173913,0.819,0,1,185,72,31,1,0
47,118,17,33,7,1.6094379124341,9,21,1.6094379124341,1.6094379124341,13,26,2.39789527279837,1.6094379124341,1.94591014905531,2,4,0.346,0.568,0.282,0.288,0,0.717,0,1,205,75,32,1,0
74,192,20,43,4,1.79175946922805,3,13,1.79175946922805,1.79175946922805,8,34,1.79175946922805,1.79175946922805,1.94591014905531,1,2,0.257,0.302,0.256,0.078,0.0135135135135135,0.133,1,1,178,70,26,1,0
66,209,24,44,10,1.6094379124341,6,25,1.79175946922805,1.6094379124341,27,47,1.6094379124341,1.79175946922805,1.79175946922805,1,7,0.303,0.344,0.242,0.134,0.0151515151515152,0.6,0,1,170,70,42,1,0
153,638,82,185,23,2.19722457733622,3,37,1.94591014905531,1.94591014905531,35,22,2.07944154167984,2.39789527279837,3.13549421592915,2,20,0.332,0.353,0.296,0.063,0.0130718954248366,0.572,0,1,172,71,30,1,0
129,451,69,108,12,2.07944154167984,23,72,1.79175946922805,1.79175946922805,62,84,2.39789527279837,1.79175946922805,1.6094379124341,5,15,0.329,0.432,0.244,0.193,0.00775193798449612,0.639,0,1,185,72,24,0,0
157,576,116,167,35,1.94591014905531,26,82,4.27666611901606,2.99573227355399,111,61,2.07944154167984,2.19722457733622,2.07944154167984,4,12,0.406,0.493,0.286,0.203,0.426751592356688,0.332,0,1,160,67,30,0,0
151,564,73,177,33,2.07944154167984,27,101,2.07944154167984,1.79175946922805,74,117,2.70805020110221,2.07944154167984,1.6094379124341,6,13,0.393,0.527,0.352,0.213,0.0198675496688742,0.318,0,1,175,74,31,1,0
95,321,59,84,17,1.94591014905531,9,44,2.77258872223978,1.94591014905531,57,38,2.19722457733622,2.19722457733622,2.39789527279837,2,4,0.378,0.411,0.272,0.15,0.115789473684211,0.377,1,1,190,70,30,1,0
155,549,53,141,17,1.94591014905531,9,72,1.94591014905531,1.6094379124341,55,50,2.30258509299405,2.07944154167984,2.56494935746154,4,19,0.326,0.344,0.267,0.087,0.0129032258064516,0.636,1,1,180,73,36,1,0
160,680,115,230,36,2.56494935746154,5,64,2.70805020110221,2.484906649788,65,42,2.39789527279837,2.39789527279837,1.79175946922805,0,14,0.401,0.437,0.355,0.099,0.0625,1.149,0,1,192,71,32,0,1
120,437,53,118,25,1.79175946922805,12,66,1.6094379124341,1.6094379124341,30,72,2.19722457733622,1.94591014905531,2.484906649788,7,13,0.315,0.414,0.294,0.144,0,0.773,1,1,200,74,27,1,0
39,93,9,15,2,1.79175946922805,1,5,1.79175946922805,1.6094379124341,7,34,1.6094379124341,1.6094379124341,2.63905732961526,0,3,0.22,0.237,0.241,0.075,0.0256410256410256,0.614,0,1,195,73,29,1,0
152,585,77,163,36,1.79175946922805,15,76,1.79175946922805,1.79175946922805,74,52,2.70805020110221,2.07944154167984,1.79175946922805,3,16,0.361,0.421,0.284,0.142,0.00657894736842105,1.096,0,1,190,74,29,0,0
160,510,83,132,18,1.94591014905531,24,84,1.94591014905531,1.94591014905531,101,94,2.56494935746154,2.70805020110221,2.56494935746154,7,13,0.387,0.443,0.271,0.184,0.0125,0.67,1,1,190,72,27,1,0
132,459,58,109,18,1.79175946922805,22,83,1.6094379124341,1.94591014905531,66,107,2.56494935746154,2.07944154167984,1.79175946922805,7,13,0.333,0.425,0.258,0.187,0,0.906,1,1,215,75,25,1,0
146,498,84,121,21,1.94591014905531,22,103,1.94591014905531,2.07944154167984,86,79,2.19722457733622,2.30258509299405,1.79175946922805,13,10,0.352,0.426,0.241,0.183,0.0136986301369863,0.642,1,1,195,72,30,1,0
137,489,66,133,22,1.79175946922805,10,59,3.52636052461616,2.83321334405622,43,56,2.39789527279837,2.70805020110221,2.07944154167984,4,10,0.341,0.382,0.288,0.11,0.211678832116788,0.533,1,1,190,73,25,1,0
151,552,77,144,27,2.19722457733622,17,62,3.46573590279973,2.63905732961526,43,59,1.6094379124341,1.94591014905531,2.77258872223978,7,11,0.313,0.417,0.263,0.156,0.178807947019868,0.875,1,1,168,72,30,1,0
145,580,83,182,30,2.07944154167984,7,58,3.58351893845611,2.89037175789616,30,24,2.70805020110221,2.19722457733622,2.19722457733622,2,13,0.351,0.412,0.318,0.098,0.213793103448276,0.553,0,1,185,72,25,0,0
134,527,77,153,18,2.56494935746154,2,41,3.66356164612965,2.99573227355399,47,81,1.94591014905531,1.6094379124341,2.77258872223978,2,6,0.347,0.366,0.339,0.076,0.253731343283582,0.601,1,1,160,70,32,1,0
159,577,88,151,20,1.94591014905531,18,97,1.79175946922805,1.79175946922805,76,68,2.89037175789616,2.484906649788,2.07944154167984,10,17,0.349,0.397,0.265,0.135,0.00628930817610063,0.783,0,1,185,70,26,1,0
113,411,53,100,13,2.07944154167984,4,32,3.43398720448515,2.39789527279837,29,31,2.07944154167984,2.30258509299405,2.484906649788,3,6,0.299,0.319,0.253,0.075,0.230088495575221,0,1,1,170,68,24,0,0
139,468,73,138,23,2.19722457733622,11,61,2.484906649788,2.56494935746154,64,88,2.63905732961526,1.6094379124341,2.07944154167984,5,9,0.376,0.432,0.34,0.137,0.0503597122302158,0.964,0,1,197,73,28,0,0
158,626,67,181,20,1.79175946922805,11,84,2.39789527279837,1.94591014905531,34,49,2.63905732961526,2.07944154167984,2.07944154167984,7,20,0.325,0.377,0.297,0.088,0.0379746835443038,0.533,1,1,195,74,35,1,0
111,349,54,88,14,1.79175946922805,16,57,1.94591014905531,1.94591014905531,75,73,2.70805020110221,1.6094379124341,1.79175946922805,5,11,0.38,0.436,0.272,0.183,0.018018018018018,0.66,0,1,200,74,28,1,0
69,204,20,40,8,2.07944154167984,4,23,1.79175946922805,1.79175946922805,11,31,1.79175946922805,1.94591014905531,1.94591014905531,3,6,0.241,0.324,0.209,0.127,0.0144927536231884,0.786,1,1,215,74,27,1,0
156,642,95,200,32,2.07944154167984,21,111,2.30258509299405,2.19722457733622,31,66,2.19722457733622,2.07944154167984,1.79175946922805,8,8,0.342,0.469,0.318,0.157,0.032051282051282,0.964,0,1,192,70,26,1,0
100,287,20,61,8,1.94591014905531,2,22,1.94591014905531,2.07944154167984,22,50,1.6094379124341,1.6094379124341,2.39789527279837,0,8,0.269,0.275,0.251,0.063,0.02,0.291,1,1,180,70,33,1,0
160,582,92,153,29,2.39789527279837,19,82,3.09104245335832,2.77258872223978,90,117,2.39789527279837,3.2188758248682,2.484906649788,8,15,0.376,0.431,0.295,0.168,0.10625,0.75,1,1,180,74,25,1,0
146,550,97,160,21,2.39789527279837,18,68,1.6094379124341,2.07944154167984,60,53,2.30258509299405,2.39789527279837,2.30258509299405,7,13,0.363,0.449,0.292,0.158,0,0.795,0,1,195,73,27,0,0
148,506,90,146,25,1.79175946922805,29,93,3.40119738166216,2.30258509299405,86,105,3.2188758248682,2.19722457733622,1.6094379124341,8,8,0.391,0.514,0.308,0.225,0.168918918918919,0.868,1,1,195,72,28,0,0
145,530,95,141,26,2.07944154167984,10,35,4.15888308335967,3.13549421592915,66,71,2.07944154167984,2.19722457733622,2.70805020110221,3,10,0.35,0.383,0.29,0.117,0.406896551724138,0.584,0,1,170,69,29,1,0
149,543,79,141,20,2.30258509299405,4,33,4.07753744390572,3.43398720448515,69,86,1.79175946922805,2.30258509299405,2.77258872223978,2,9,0.347,0.337,0.301,0.077,0.36241610738255,0.253,1,1,185,71,26,0,1
147,617,96,198,38,2.83321334405622,11,85,2.70805020110221,1.79175946922805,33,58,1.79175946922805,2.30258509299405,1.79175946922805,5,20,0.358,0.475,0.338,0.154,0.0680272108843537,0.393,0,1,195,72,28,0,0
153,553,46,159,27,1.6094379124341,7,59,1.94591014905531,1.6094379124341,56,47,2.89037175789616,2.07944154167984,2.30258509299405,5,14,0.353,0.374,0.302,0.087,0.0130718954248366,0.487,1,1,180,73,37,1,0
158,593,73,174,39,2.19722457733622,22,99,1.94591014905531,2.07944154167984,34,92,2.39789527279837,2.30258509299405,1.94591014905531,5,10,0.334,0.484,0.314,0.191,0.0126582278481013,0.743,1,1,200,74,28,1,0
160,553,61,149,18,2.39789527279837,5,65,2.94443897916644,2.30258509299405,53,53,3.40119738166216,2.19722457733622,2.77258872223978,4,18,0.336,0.351,0.289,0.081,0.0875,0.685,0,1,175,72,26,1,0
151,596,77,171,21,2.19722457733622,7,68,1.94591014905531,1.94591014905531,21,27,2.63905732961526,2.30258509299405,2.07944154167984,7,18,0.313,0.371,0.288,0.084,0.0132450331125828,0.562,0,1,193,72,30,1,0
140,508,90,153,37,2.19722457733622,25,96,1.6094379124341,1.94591014905531,87,106,3.25809653802148,2.39789527279837,1.6094379124341,4,8,0.407,0.537,0.336,0.236,0,1.238,0,1,188,74,34,0,0
157,673,84,196,29,2.07944154167984,7,56,2.56494935746154,2.63905732961526,32,51,2.56494935746154,1.94591014905531,2.484906649788,7,16,0.322,0.374,0.304,0.083,0.0509554140127389,0.18,0,1,160,71,23,1,0
158,484,71,102,17,1.79175946922805,26,73,1.94591014905531,2.63905732961526,110,105,2.39789527279837,2.83321334405622,1.94591014905531,4,10,0.367,0.411,0.213,0.2,0.0126582278481013,0.433,1,1,190,72,28,1,0
73,221,16,63,10,2.30258509299405,0,19,2.39789527279837,2.56494935746154,13,44,1.79175946922805,1.79175946922805,1.79175946922805,1,6,0.326,0.376,0.354,0.09,0.0821917808219178,0.894,1,1,190,72,20,0,0
150,535,104,145,17,2.19722457733622,32,108,3.13549421592915,2.99573227355399,108,104,2.19722457733622,1.6094379124341,1.94591014905531,11,7,0.387,0.497,0.276,0.226,0.12,0.873,0,1,160,70,32,1,0
94,316,41,84,16,1.79175946922805,12,41,1.94591014905531,1.94591014905531,32,77,2.30258509299405,1.94591014905531,1.79175946922805,3,7,0.334,0.437,0.313,0.171,0.0212765957446809,0.583,0,1,190,72,26,1,0
149,536,75,168,30,2.07944154167984,17,100,1.79175946922805,1.79175946922805,65,91,2.484906649788,1.6094379124341,1.6094379124341,3,12,0.386,0.476,0.35,0.162,0.00671140939597315,0.6,0,1,200,73,25,1,0
160,562,64,129,24,1.79175946922805,15,78,2.484906649788,1.79175946922805,87,80,1.94591014905531,2.30258509299405,1.94591014905531,2,10,0.337,0.356,0.243,0.126,0.04375,1.167,1,1,195,72,31,1,0
142,530,83,150,39,1.79175946922805,28,110,2.77258872223978,1.6094379124341,65,108,2.83321334405622,1.94591014905531,1.6094379124341,8,12,0.359,0.519,0.303,0.236,0.0774647887323944,0.508,0,1,197,73,28,1,0
78,254,43,74,14,2.19722457733622,2,17,2.484906649788,2.70805020110221,25,26,1.79175946922805,1.94591014905531,2.39789527279837,1,7,0.358,0.402,0.317,0.11,0.0897435897435897,0.488,1,1,150,71,25,1,0
158,580,66,146,25,1.79175946922805,6,62,2.56494935746154,2.30258509299405,45,44,1.79175946922805,2.07944154167984,3.09104245335832,9,18,0.305,0.329,0.26,0.078,0.0506329113924051,0.845,1,1,165,70,24,1,0
137,509,69,135,15,2.07944154167984,4,46,3.36729582998647,2.83321334405622,50,71,1.94591014905531,2.484906649788,3.17805383034795,3,9,0.337,0.33,0.3,0.065,0.175182481751825,0.083,1,1,160,70,33,1,0
140,507,62,139,23,1.79175946922805,5,49,3.63758615972639,2.39789527279837,39,51,2.19722457733622,1.94591014905531,2.39789527279837,4,17,0.326,0.353,0.295,0.079,0.235714285714286,0.722,0,1,155,74,27,1,0
